reference,hts_annotation,frame,reason
tool_bbox,handtool_seg,12_1_0036,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_0037,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_0038,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_0084,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_0085,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_0092,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_0093,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_0094,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_0096,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_0162,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_0163,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_0164,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_0234,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_0235,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_0236,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_0237,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_0238,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_0239,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_0240,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_0245,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_0251,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_0278,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_0279,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_0280,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_0281,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_0282,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_0283,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_0284,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_0285,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_0286,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_0287,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_0290,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_0301,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_0302,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_0306,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_0307,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_0309,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_0310,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_0311,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_0312,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_0321,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_0322,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_0323,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_0324,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_0325,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_0326,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_0327,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_0328,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_0329,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_0330,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_0331,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_0332,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_0333,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_0334,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_0335,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_0336,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_0337,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_0338,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_0339,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_0340,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_0347,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_0348,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_0349,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_0350,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_0351,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_0352,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_0378,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_0572,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_0573,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_0575,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_0576,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_0577,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_0836,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_0840,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_0849,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_1044,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_1169,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_1170,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_1174,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_1175,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_1183,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_1184,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_1185,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_1186,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_1187,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_1310,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_1334,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_1588,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_1589,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_1590,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_1591,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_1595,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_1600,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_1601,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_1602,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_1603,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_1604,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_1608,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_1620,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_1621,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_1622,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_1623,listed_but_zero_annotation
tool_bbox,handtool_seg,12_1_1624,listed_but_zero_annotation
tool_bbox,handtool_seg,13_1_0719,listed_but_zero_annotation
tool_bbox,handtool_seg,13_1_0722,listed_but_zero_annotation
tool_bbox,handtool_seg,13_1_0756,listed_but_zero_annotation
tool_bbox,handtool_seg,13_1_0800,listed_but_zero_annotation
tool_bbox,handtool_seg,13_1_0992,listed_but_zero_annotation
tool_bbox,handtool_seg,13_1_0993,listed_but_zero_annotation
tool_bbox,handtool_seg,13_1_1039,listed_but_zero_annotation
tool_bbox,handtool_seg,13_1_1058,listed_but_zero_annotation
tool_bbox,handtool_seg,13_1_1069,listed_but_zero_annotation
tool_bbox,handtool_seg,13_1_1096,listed_but_zero_annotation
tool_bbox,handtool_seg,13_1_1100,listed_but_zero_annotation
tool_bbox,handtool_seg,13_1_1154,listed_but_zero_annotation
tool_bbox,handtool_seg,13_1_1155,listed_but_zero_annotation
tool_bbox,handtool_seg,14_1_0156,listed_but_zero_annotation
tool_bbox,handtool_seg,14_1_0157,listed_but_zero_annotation
tool_bbox,handtool_seg,14_1_0164,listed_but_zero_annotation
tool_bbox,handtool_seg,14_1_0165,listed_but_zero_annotation
tool_bbox,handtool_seg,14_1_0991,listed_but_zero_annotation
tool_bbox,handtool_seg,14_2_0082,listed_but_zero_annotation
tool_bbox,handtool_seg,14_2_0104,listed_but_zero_annotation
tool_bbox,handtool_seg,14_2_0107,listed_but_zero_annotation
tool_bbox,handtool_seg,14_2_0405,listed_but_zero_annotation
tool_bbox,handtool_seg,15_1_0196,listed_but_zero_annotation
tool_bbox,handtool_seg,15_1_0197,listed_but_zero_annotation
tool_bbox,handtool_seg,15_1_0198,listed_but_zero_annotation
tool_bbox,handtool_seg,15_1_0199,listed_but_zero_annotation
tool_bbox,handtool_seg,15_1_0200,listed_but_zero_annotation
tool_bbox,handtool_seg,15_1_0369,listed_but_zero_annotation
phase,hand_seg,01_1_0001,not_in_hts_universe
phase,hand_seg,01_1_0002,not_in_hts_universe
phase,hand_seg,01_1_0003,not_in_hts_universe
phase,hand_seg,01_1_0004,not_in_hts_universe
phase,hand_seg,01_1_0005,not_in_hts_universe
phase,hand_seg,01_1_0006,not_in_hts_universe
phase,hand_seg,01_1_0007,not_in_hts_universe
phase,hand_seg,01_1_0008,not_in_hts_universe
phase,hand_seg,01_1_0009,not_in_hts_universe
phase,hand_seg,01_1_0010,not_in_hts_universe
phase,hand_seg,01_1_0011,not_in_hts_universe
phase,hand_seg,01_1_0012,not_in_hts_universe
phase,hand_seg,01_1_0013,not_in_hts_universe
phase,hand_seg,01_1_0014,not_in_hts_universe
phase,hand_seg,01_1_0015,not_in_hts_universe
phase,hand_seg,01_1_0016,not_in_hts_universe
phase,hand_seg,01_1_0122,not_in_hts_universe
phase,hand_seg,01_1_0123,not_in_hts_universe
phase,hand_seg,01_1_0130,not_in_hts_universe
phase,hand_seg,01_1_0142,not_in_hts_universe
phase,hand_seg,01_1_0146,not_in_hts_universe
phase,hand_seg,01_1_0152,not_in_hts_universe
phase,hand_seg,01_1_0273,not_in_hts_universe
phase,hand_seg,01_1_0293,not_in_hts_universe
phase,hand_seg,01_1_0294,not_in_hts_universe
phase,hand_seg,01_1_0360,not_in_hts_universe
phase,hand_seg,01_1_0487,not_in_hts_universe
phase,hand_seg,01_1_0517,not_in_hts_universe
phase,hand_seg,01_1_0531,not_in_hts_universe
phase,hand_seg,01_1_0544,not_in_hts_universe
phase,hand_seg,01_1_0545,not_in_hts_universe
phase,hand_seg,01_1_0546,not_in_hts_universe
phase,hand_seg,01_1_0547,not_in_hts_universe
phase,hand_seg,01_1_0635,not_in_hts_universe
phase,hand_seg,01_1_0636,not_in_hts_universe
phase,hand_seg,01_1_0638,not_in_hts_universe
phase,hand_seg,01_1_0659,not_in_hts_universe
phase,hand_seg,01_1_0688,not_in_hts_universe
phase,hand_seg,01_1_0697,not_in_hts_universe
phase,hand_seg,01_1_0750,not_in_hts_universe
phase,hand_seg,01_1_0751,not_in_hts_universe
phase,hand_seg,01_1_0765,not_in_hts_universe
phase,hand_seg,01_1_0766,not_in_hts_universe
phase,hand_seg,01_1_0774,not_in_hts_universe
phase,hand_seg,01_1_0784,not_in_hts_universe
phase,hand_seg,01_1_0829,not_in_hts_universe
phase,hand_seg,01_1_0830,not_in_hts_universe
phase,hand_seg,01_1_0836,not_in_hts_universe
phase,hand_seg,01_1_0866,not_in_hts_universe
phase,hand_seg,01_1_0870,not_in_hts_universe
phase,hand_seg,01_1_0871,not_in_hts_universe
phase,hand_seg,01_1_0872,not_in_hts_universe
phase,hand_seg,01_1_0933,not_in_hts_universe
phase,hand_seg,01_1_0934,not_in_hts_universe
phase,hand_seg,01_1_0935,not_in_hts_universe
phase,hand_seg,01_1_0956,not_in_hts_universe
phase,hand_seg,01_1_0988,not_in_hts_universe
phase,hand_seg,01_1_0989,not_in_hts_universe
phase,hand_seg,01_1_0990,not_in_hts_universe
phase,hand_seg,01_1_0991,not_in_hts_universe
phase,hand_seg,01_1_0992,not_in_hts_universe
phase,hand_seg,01_1_0993,not_in_hts_universe
phase,hand_seg,01_1_0994,not_in_hts_universe
phase,hand_seg,01_1_0995,not_in_hts_universe
phase,hand_seg,01_1_0996,not_in_hts_universe
phase,hand_seg,01_1_0997,not_in_hts_universe
phase,hand_seg,01_1_0998,not_in_hts_universe
phase,hand_seg,01_1_0999,not_in_hts_universe
phase,hand_seg,01_1_1000,not_in_hts_universe
phase,hand_seg,01_1_1033,not_in_hts_universe
phase,hand_seg,01_1_1034,not_in_hts_universe
phase,hand_seg,01_1_1065,not_in_hts_universe
phase,hand_seg,01_1_1066,not_in_hts_universe
phase,hand_seg,01_1_1094,not_in_hts_universe
phase,hand_seg,01_1_1095,not_in_hts_universe
phase,hand_seg,01_1_1096,not_in_hts_universe
phase,hand_seg,01_1_1097,not_in_hts_universe
phase,hand_seg,01_1_1098,not_in_hts_universe
phase,hand_seg,01_1_1099,not_in_hts_universe
phase,hand_seg,01_1_1111,not_in_hts_universe
phase,hand_seg,01_1_1143,not_in_hts_universe
phase,hand_seg,01_1_1168,not_in_hts_universe
phase,hand_seg,01_1_1169,not_in_hts_universe
phase,hand_seg,01_1_1237,not_in_hts_universe
phase,hand_seg,01_1_1238,not_in_hts_universe
phase,hand_seg,01_1_1262,not_in_hts_universe
phase,hand_seg,02_1_0037,not_in_hts_universe
phase,hand_seg,02_1_0038,not_in_hts_universe
phase,hand_seg,02_1_0039,not_in_hts_universe
phase,hand_seg,02_1_0046,not_in_hts_universe
phase,hand_seg,02_1_0047,not_in_hts_universe
phase,hand_seg,02_1_0048,not_in_hts_universe
phase,hand_seg,02_1_0061,not_in_hts_universe
phase,hand_seg,02_1_0062,not_in_hts_universe
phase,hand_seg,02_1_0063,not_in_hts_universe
phase,hand_seg,02_1_0064,not_in_hts_universe
phase,hand_seg,02_1_0065,not_in_hts_universe
phase,hand_seg,02_1_0066,not_in_hts_universe
phase,hand_seg,02_1_0067,not_in_hts_universe
phase,hand_seg,02_1_0068,not_in_hts_universe
phase,hand_seg,02_1_0069,not_in_hts_universe
phase,hand_seg,02_1_0070,not_in_hts_universe
phase,hand_seg,02_1_0071,not_in_hts_universe
phase,hand_seg,02_1_0072,not_in_hts_universe
phase,hand_seg,02_1_0073,not_in_hts_universe
phase,hand_seg,02_1_0074,not_in_hts_universe
phase,hand_seg,02_1_0075,not_in_hts_universe
phase,hand_seg,02_1_0076,not_in_hts_universe
phase,hand_seg,02_1_0077,not_in_hts_universe
phase,hand_seg,02_1_0079,not_in_hts_universe
phase,hand_seg,02_1_0080,not_in_hts_universe
phase,hand_seg,02_1_0081,not_in_hts_universe
phase,hand_seg,02_1_0082,not_in_hts_universe
phase,hand_seg,02_1_0083,not_in_hts_universe
phase,hand_seg,02_1_0086,not_in_hts_universe
phase,hand_seg,02_1_0087,not_in_hts_universe
phase,hand_seg,02_1_0088,not_in_hts_universe
phase,hand_seg,02_1_0089,not_in_hts_universe
phase,hand_seg,02_1_0091,not_in_hts_universe
phase,hand_seg,02_1_0092,not_in_hts_universe
phase,hand_seg,02_1_0093,not_in_hts_universe
phase,hand_seg,02_1_0094,not_in_hts_universe
phase,hand_seg,02_1_0095,not_in_hts_universe
phase,hand_seg,02_1_0097,not_in_hts_universe
phase,hand_seg,02_1_0098,not_in_hts_universe
phase,hand_seg,02_1_0100,not_in_hts_universe
phase,hand_seg,02_1_0101,not_in_hts_universe
phase,hand_seg,02_1_0102,not_in_hts_universe
phase,hand_seg,02_1_0103,not_in_hts_universe
phase,hand_seg,02_1_0105,not_in_hts_universe
phase,hand_seg,02_1_0122,not_in_hts_universe
phase,hand_seg,02_1_0177,not_in_hts_universe
phase,hand_seg,02_1_0391,not_in_hts_universe
phase,hand_seg,02_1_0392,not_in_hts_universe
phase,hand_seg,02_1_0426,not_in_hts_universe
phase,hand_seg,02_1_0454,not_in_hts_universe
phase,hand_seg,02_1_0482,not_in_hts_universe
phase,hand_seg,02_1_0486,not_in_hts_universe
phase,hand_seg,02_1_0487,not_in_hts_universe
phase,hand_seg,02_1_0488,not_in_hts_universe
phase,hand_seg,02_1_0652,not_in_hts_universe
phase,hand_seg,02_1_0653,not_in_hts_universe
phase,hand_seg,02_1_0654,not_in_hts_universe
phase,hand_seg,02_1_0657,not_in_hts_universe
phase,hand_seg,02_1_0658,not_in_hts_universe
phase,hand_seg,02_1_0662,not_in_hts_universe
phase,hand_seg,02_1_0663,not_in_hts_universe
phase,hand_seg,02_1_0664,not_in_hts_universe
phase,hand_seg,02_1_0665,not_in_hts_universe
phase,hand_seg,02_1_0666,not_in_hts_universe
phase,hand_seg,02_1_0667,not_in_hts_universe
phase,hand_seg,02_1_0668,not_in_hts_universe
phase,hand_seg,02_1_0724,not_in_hts_universe
phase,hand_seg,02_1_0769,not_in_hts_universe
phase,hand_seg,03_2_0139,not_in_hts_universe
phase,hand_seg,03_2_0153,not_in_hts_universe
phase,hand_seg,03_2_0173,not_in_hts_universe
phase,hand_seg,03_2_0179,not_in_hts_universe
phase,hand_seg,03_2_0190,not_in_hts_universe
phase,hand_seg,03_2_0192,not_in_hts_universe
phase,hand_seg,03_2_0193,not_in_hts_universe
phase,hand_seg,03_2_0247,not_in_hts_universe
phase,hand_seg,03_2_0307,not_in_hts_universe
phase,hand_seg,03_2_0368,not_in_hts_universe
phase,hand_seg,03_2_0464,not_in_hts_universe
phase,hand_seg,03_2_0484,not_in_hts_universe
phase,hand_seg,03_2_0499,not_in_hts_universe
phase,hand_seg,03_2_0505,not_in_hts_universe
phase,hand_seg,03_2_0510,not_in_hts_universe
phase,hand_seg,03_2_0536,not_in_hts_universe
phase,hand_seg,03_2_0538,listed_but_zero_annotation
phase,hand_seg,03_2_0545,not_in_hts_universe
phase,hand_seg,03_2_0546,not_in_hts_universe
phase,hand_seg,03_2_0554,not_in_hts_universe
phase,hand_seg,03_2_0555,not_in_hts_universe
phase,hand_seg,03_2_0564,not_in_hts_universe
phase,hand_seg,03_2_0569,listed_but_zero_annotation
phase,hand_seg,03_2_0596,listed_but_zero_annotation
phase,hand_seg,03_2_0598,listed_but_zero_annotation
phase,hand_seg,03_2_0620,not_in_hts_universe
phase,hand_seg,03_2_0621,not_in_hts_universe
phase,hand_seg,03_2_0645,not_in_hts_universe
phase,hand_seg,03_2_0663,not_in_hts_universe
phase,hand_seg,03_2_0710,not_in_hts_universe
phase,hand_seg,03_2_0712,not_in_hts_universe
phase,hand_seg,03_2_0713,not_in_hts_universe
phase,hand_seg,03_2_0751,not_in_hts_universe
phase,hand_seg,03_2_0752,not_in_hts_universe
phase,hand_seg,03_2_0785,not_in_hts_universe
phase,hand_seg,03_2_0791,not_in_hts_universe
phase,hand_seg,03_2_0813,listed_but_zero_annotation
phase,hand_seg,03_2_0815,not_in_hts_universe
phase,hand_seg,03_2_0816,not_in_hts_universe
phase,hand_seg,03_2_0817,not_in_hts_universe
phase,hand_seg,03_2_0818,not_in_hts_universe
phase,hand_seg,03_2_0842,not_in_hts_universe
phase,hand_seg,03_2_0843,listed_but_zero_annotation
phase,hand_seg,03_2_0844,listed_but_zero_annotation
phase,hand_seg,03_2_0867,listed_but_zero_annotation
phase,hand_seg,03_2_0868,listed_but_zero_annotation
phase,hand_seg,03_2_0897,listed_but_zero_annotation
phase,hand_seg,03_2_0908,not_in_hts_universe
phase,hand_seg,03_2_0942,not_in_hts_universe
phase,hand_seg,03_2_0943,not_in_hts_universe
phase,hand_seg,03_2_0944,listed_but_zero_annotation
phase,hand_seg,03_2_0946,not_in_hts_universe
phase,hand_seg,03_2_0952,listed_but_zero_annotation
phase,hand_seg,03_2_0954,not_in_hts_universe
phase,hand_seg,03_2_0978,not_in_hts_universe
phase,hand_seg,03_2_0979,not_in_hts_universe
phase,hand_seg,03_2_1020,not_in_hts_universe
phase,hand_seg,03_2_1032,not_in_hts_universe
phase,hand_seg,03_2_1033,not_in_hts_universe
phase,hand_seg,03_2_1057,not_in_hts_universe
phase,hand_seg,03_2_1076,listed_but_zero_annotation
phase,hand_seg,03_2_1096,not_in_hts_universe
phase,hand_seg,03_2_1101,not_in_hts_universe
phase,hand_seg,03_2_1213,not_in_hts_universe
phase,hand_seg,03_2_1214,listed_but_zero_annotation
phase,hand_seg,03_2_1216,not_in_hts_universe
phase,hand_seg,03_2_1227,not_in_hts_universe
phase,hand_seg,03_2_1240,not_in_hts_universe
phase,hand_seg,03_2_1247,not_in_hts_universe
phase,hand_seg,03_2_1260,not_in_hts_universe
phase,hand_seg,03_2_1272,not_in_hts_universe
phase,hand_seg,03_2_1277,not_in_hts_universe
phase,hand_seg,03_2_1278,listed_but_zero_annotation
phase,hand_seg,03_2_1298,not_in_hts_universe
phase,hand_seg,03_2_1301,not_in_hts_universe
phase,hand_seg,03_2_1303,not_in_hts_universe
phase,hand_seg,03_2_1305,not_in_hts_universe
phase,hand_seg,03_2_1312,not_in_hts_universe
phase,hand_seg,03_2_1313,not_in_hts_universe
phase,hand_seg,03_2_1314,not_in_hts_universe
phase,hand_seg,03_2_1316,not_in_hts_universe
phase,hand_seg,03_2_1331,not_in_hts_universe
phase,hand_seg,03_2_1337,not_in_hts_universe
phase,hand_seg,03_2_1354,not_in_hts_universe
phase,hand_seg,03_2_1364,not_in_hts_universe
phase,hand_seg,03_2_1367,not_in_hts_universe
phase,hand_seg,03_2_1371,not_in_hts_universe
phase,hand_seg,03_2_1390,not_in_hts_universe
phase,hand_seg,03_2_1403,not_in_hts_universe
phase,hand_seg,03_2_1415,not_in_hts_universe
phase,hand_seg,03_2_1467,not_in_hts_universe
phase,hand_seg,03_2_1472,listed_but_zero_annotation
phase,hand_seg,03_2_1473,not_in_hts_universe
phase,hand_seg,03_2_1475,not_in_hts_universe
phase,hand_seg,03_2_1476,not_in_hts_universe
phase,hand_seg,03_2_1503,not_in_hts_universe
phase,hand_seg,03_2_1504,not_in_hts_universe
phase,hand_seg,03_2_1505,not_in_hts_universe
phase,hand_seg,03_2_1506,not_in_hts_universe
phase,hand_seg,03_2_1507,not_in_hts_universe
phase,hand_seg,03_2_1508,not_in_hts_universe
phase,hand_seg,03_2_1509,not_in_hts_universe
phase,hand_seg,03_2_1510,not_in_hts_universe
phase,hand_seg,03_2_1528,not_in_hts_universe
phase,hand_seg,03_2_1529,not_in_hts_universe
phase,hand_seg,03_2_1530,not_in_hts_universe
phase,hand_seg,03_2_1531,not_in_hts_universe
phase,hand_seg,03_2_1532,not_in_hts_universe
phase,hand_seg,03_2_1533,not_in_hts_universe
phase,hand_seg,03_2_1534,not_in_hts_universe
phase,hand_seg,03_2_1544,listed_but_zero_annotation
phase,hand_seg,03_2_1556,not_in_hts_universe
phase,hand_seg,03_2_1557,not_in_hts_universe
phase,hand_seg,03_2_1558,not_in_hts_universe
phase,hand_seg,03_2_1559,not_in_hts_universe
phase,hand_seg,03_2_1560,not_in_hts_universe
phase,hand_seg,03_2_1589,not_in_hts_universe
phase,hand_seg,03_2_1590,not_in_hts_universe
phase,hand_seg,03_2_1591,not_in_hts_universe
phase,hand_seg,03_2_1592,not_in_hts_universe
phase,hand_seg,03_2_1593,not_in_hts_universe
phase,hand_seg,03_2_1594,not_in_hts_universe
phase,hand_seg,03_2_1681,not_in_hts_universe
phase,hand_seg,03_3_0001,not_in_hts_universe
phase,hand_seg,03_3_0002,not_in_hts_universe
phase,hand_seg,03_3_0003,not_in_hts_universe
phase,hand_seg,03_3_0004,not_in_hts_universe
phase,hand_seg,03_3_0005,not_in_hts_universe
phase,hand_seg,03_3_0006,not_in_hts_universe
phase,hand_seg,03_3_0007,not_in_hts_universe
phase,hand_seg,03_3_0008,not_in_hts_universe
phase,hand_seg,03_3_0009,not_in_hts_universe
phase,hand_seg,03_3_0010,not_in_hts_universe
phase,hand_seg,03_3_0011,not_in_hts_universe
phase,hand_seg,03_3_0012,not_in_hts_universe
phase,hand_seg,03_3_0013,not_in_hts_universe
phase,hand_seg,03_3_0014,not_in_hts_universe
phase,hand_seg,03_3_0015,not_in_hts_universe
phase,hand_seg,03_3_0016,not_in_hts_universe
phase,hand_seg,03_3_0017,not_in_hts_universe
phase,hand_seg,03_3_0018,not_in_hts_universe
phase,hand_seg,03_3_0019,not_in_hts_universe
phase,hand_seg,03_3_0020,not_in_hts_universe
phase,hand_seg,03_3_0021,not_in_hts_universe
phase,hand_seg,03_3_0022,not_in_hts_universe
phase,hand_seg,03_3_0023,not_in_hts_universe
phase,hand_seg,03_3_0024,not_in_hts_universe
phase,hand_seg,03_3_0025,not_in_hts_universe
phase,hand_seg,03_3_0026,not_in_hts_universe
phase,hand_seg,03_3_0027,not_in_hts_universe
phase,hand_seg,03_3_0028,not_in_hts_universe
phase,hand_seg,03_3_0029,not_in_hts_universe
phase,hand_seg,03_3_0030,not_in_hts_universe
phase,hand_seg,03_3_0034,not_in_hts_universe
phase,hand_seg,03_3_0035,not_in_hts_universe
phase,hand_seg,03_3_0036,not_in_hts_universe
phase,hand_seg,03_3_0101,not_in_hts_universe
phase,hand_seg,03_3_0102,not_in_hts_universe
phase,hand_seg,03_3_0103,not_in_hts_universe
phase,hand_seg,03_3_0104,not_in_hts_universe
phase,hand_seg,03_3_0105,not_in_hts_universe
phase,hand_seg,03_3_0106,not_in_hts_universe
phase,hand_seg,03_3_0107,not_in_hts_universe
phase,hand_seg,03_3_0108,not_in_hts_universe
phase,hand_seg,03_3_0109,not_in_hts_universe
phase,hand_seg,03_3_0110,not_in_hts_universe
phase,hand_seg,03_3_0113,not_in_hts_universe
phase,hand_seg,03_3_0114,not_in_hts_universe
phase,hand_seg,03_3_0115,not_in_hts_universe
phase,hand_seg,03_3_0116,not_in_hts_universe
phase,hand_seg,03_3_0117,not_in_hts_universe
phase,hand_seg,03_3_0118,not_in_hts_universe
phase,hand_seg,03_3_0119,not_in_hts_universe
phase,hand_seg,03_3_0120,not_in_hts_universe
phase,hand_seg,03_3_0121,not_in_hts_universe
phase,hand_seg,03_3_0122,not_in_hts_universe
phase,hand_seg,03_3_0123,not_in_hts_universe
phase,hand_seg,03_3_0124,not_in_hts_universe
phase,hand_seg,03_3_0125,not_in_hts_universe
phase,hand_seg,03_3_0126,not_in_hts_universe
phase,hand_seg,03_3_0127,not_in_hts_universe
phase,hand_seg,03_3_0128,not_in_hts_universe
phase,hand_seg,03_3_0129,not_in_hts_universe
phase,hand_seg,03_3_0130,not_in_hts_universe
phase,hand_seg,03_3_0131,not_in_hts_universe
phase,hand_seg,03_3_0134,not_in_hts_universe
phase,hand_seg,03_3_0135,not_in_hts_universe
phase,hand_seg,03_3_0136,not_in_hts_universe
phase,hand_seg,03_3_0137,not_in_hts_universe
phase,hand_seg,03_3_0138,not_in_hts_universe
phase,hand_seg,03_3_0139,not_in_hts_universe
phase,hand_seg,03_3_0140,not_in_hts_universe
phase,hand_seg,03_3_0141,not_in_hts_universe
phase,hand_seg,03_3_0142,not_in_hts_universe
phase,hand_seg,03_3_0143,not_in_hts_universe
phase,hand_seg,03_3_0144,not_in_hts_universe
phase,hand_seg,03_3_0145,not_in_hts_universe
phase,hand_seg,03_3_0146,not_in_hts_universe
phase,hand_seg,03_3_0147,not_in_hts_universe
phase,hand_seg,03_3_0148,not_in_hts_universe
phase,hand_seg,03_3_0149,not_in_hts_universe
phase,hand_seg,03_3_0150,not_in_hts_universe
phase,hand_seg,03_3_0151,not_in_hts_universe
phase,hand_seg,03_3_0152,not_in_hts_universe
phase,hand_seg,03_3_0153,not_in_hts_universe
phase,hand_seg,03_3_0154,not_in_hts_universe
phase,hand_seg,03_3_0155,not_in_hts_universe
phase,hand_seg,03_3_0156,not_in_hts_universe
phase,hand_seg,03_3_0159,not_in_hts_universe
phase,hand_seg,03_3_0160,not_in_hts_universe
phase,hand_seg,03_3_0161,not_in_hts_universe
phase,hand_seg,03_3_0162,not_in_hts_universe
phase,hand_seg,03_3_0163,not_in_hts_universe
phase,hand_seg,03_3_0164,not_in_hts_universe
phase,hand_seg,03_3_0165,not_in_hts_universe
phase,hand_seg,03_3_0166,not_in_hts_universe
