split,frame,hand_slot,recovered_tool,containment,margin,img_h,img_w
train,06_1_0888,Left Hand Tool,Tweezers,1.0,0.9992,1080,1920
train,08_1_1280,Two Hands Tool,Needle Holders,0.9979,0.817,1080,1920
train,15_1_0259,Right Hand Tool,Scissors,0.979,0.979,1080,1920
train,11_1_0445,Right Hand Tool,Scissors,1.0,1.0,1080,1920
train,06_1_1473,Right Hand Tool,Bipolar Forceps,1.0,0.8244,1080,1920
train,01_1_1150,Left Hand Tool,Tweezers,0.9933,0.9933,1080,1920
train,02_1_0446,Right Hand Tool,Gauze,0.9986,0.9402,1080,1920
train,15_1_0415,Left Hand Tool,Tweezers,0.9991,0.9991,1080,1920
train,08_1_1218,Left Hand Tool,Tweezers,1.0,0.7164,1080,1920
train,01_1_1155,Right Hand Tool,Needle Holders,0.9981,0.9981,1080,1920
train,08_1_0864,Left Hand Tool,Suction Cannula,1.0,0.501,1080,1920
train,01_1_0806,Right Hand Tool,Needle Holders,0.9936,0.9936,1080,1920
train,01_1_0379,Right Hand Tool,Scissors,0.8776,0.1973,1080,1920
train,13_1_0583,Right Hand Tool,Scalpel,1.0,1.0,1080,1920
train,15_1_0393,Left Hand Tool,Suction Cannula,0.999,0.999,1080,1920
train,15_1_0443,Right Hand Tool,Raspatory,0.9983,0.9983,1080,1920
train,08_1_1443,Two Hands Tool,Needle Holders,0.9962,0.2512,1080,1920
train,02_1_0416,Left Hand Tool,Tweezers,0.9997,0.9997,1080,1920
train,06_1_0392,Left Hand Tool,Suction Cannula,0.9998,0.4127,1080,1920
train,11_1_0380,Right Hand Tool,Scissors,1.0,1.0,1080,1920
train,08_1_0873,Right Hand Tool,Raspatory,1.0,1.0,1080,1920
train,08_1_1192,Left Hand Tool,Tweezers,1.0,0.838,1080,1920
train,01_1_1029,Left Hand Tool,Tweezers,0.9957,0.9957,1080,1920
train,13_1_1123,Two Hands Tool,Needle Holders,0.0,0.0,1080,1920
train,06_1_1159,Right Hand Tool,Needle Holders,0.972,0.972,1080,1920
train,13_1_0447,Left Hand Tool,Scalpel,0.0,0.0,1080,1920
train,06_1_1008,Left Hand Tool,Tweezers,0.9921,0.9757,1080,1920
train,02_1_0505,Right Hand Tool,Bipolar Forceps,0.9969,0.9969,1080,1920
train,11_1_1062,Left Hand Tool,Needle Holders,0.1237,0.1237,1080,1920
train,11_1_0611,Left Hand Tool,Tweezers,1.0,1.0,1080,1920
train,11_1_0445,Left Hand Tool,Tweezers,1.0,1.0,1080,1920
train,08_1_1496,Left Hand Tool,Needle Holders,0.9916,0.9916,1080,1920
train,02_1_0405,Left Hand Tool,Tweezers,0.9993,0.9993,1080,1920
train,13_1_0527,Right Hand Tool,Needle Holders,0.6123,0.6123,1080,1920
train,15_1_0582,Right Hand Tool,Raspatory,0.9973,0.9631,1080,1920
train,06_1_0481,Right Hand Tool,Scissors,1.0,0.2711,1080,1920
train,06_1_0513,Left Hand Tool,Suction Cannula,1.0,1.0,1080,1920
train,12_1_1125,Right Hand Tool,Suction Cannula,1.0,1.0,1080,1920
train,13_1_0480,Left Hand Tool,Tweezers,1.0,1.0,1080,1920
train,13_1_0173,Left Hand Tool,Tweezers,1.0,0.9126,1080,1920
train,12_1_0634,Right Hand Tool,Suction Cannula,1.0,1.0,1080,1920
train,01_1_0637,Left Hand Tool,Tweezers,0.9445,0.9445,1080,1920
train,11_1_0475,Right Hand Tool,Scissors,1.0,1.0,1080,1920
train,13_1_0348,Right Hand Tool,Electric Cautery,1.0,1.0,1080,1920
train,11_1_0886,Left Hand Tool,Tweezers,1.0,1.0,1080,1920
train,01_1_1270,Right Hand Tool,Needle Holders,0.9987,0.9987,1080,1920
train,01_1_0901,Right Hand Tool,Needle Holders,0.9993,0.9993,1080,1920
train,06_1_1057,Left Hand Tool,Tweezers,0.9948,0.9882,1080,1920
train,13_1_0869,Left Hand Tool,Needle Holders,0.0,0.0,1080,1920
train,01_1_0579,Left Hand Tool,Gauze,1.0,0.8737,1080,1920
train,08_1_0738,Right Hand Tool,Mouth Gag,0.9952,0.0138,1080,1920
train,11_1_0515,Left Hand Tool,Retractor,1.0,1.0,1080,1920
train,11_1_0527,Right Hand Tool,Scissors,1.0,0.965,1080,1920
train,01_1_0629,Right Hand Tool,Needle Holders,1.0,1.0,1080,1920
train,13_1_0914,Left Hand Tool,Tweezers,1.0,1.0,1080,1920
train,13_1_0823,Right Hand Tool,Scalpel,1.0,1.0,1080,1920
train,06_1_0508,Right Hand Tool,Bipolar Forceps,0.9868,0.9205,1080,1920
train,01_1_0847,Right Hand Tool,Needle Holders,0.9924,0.9924,1080,1920
train,02_1_0277,Left Hand Tool,Gauze,0.9944,0.9944,1080,1920
train,13_1_1047,Two Hands Tool,Tweezers,0.2564,0.2564,1080,1920
train,13_1_0202,Left Hand Tool,Tweezers,1.0,0.3434,1080,1920
train,06_1_0642,Right Hand Tool,Scissors,0.9961,0.8283,1080,1920
train,01_1_1217,Right Hand Tool,Needle Holders,0.9649,0.9649,1080,1920
train,13_1_1020,Left Hand Tool,Tweezers,1.0,1.0,1080,1920
train,12_1_0509,Right Hand Tool,Suction Cannula,1.0,0.6784,1080,1920
train,13_1_0822,Left Hand Tool,Tweezers,0.0482,0.0482,1080,1920
train,11_1_0629,Right Hand Tool,Scissors,1.0,1.0,1080,1920
train,08_1_1160,Left Hand Tool,Suction Cannula,0.9901,0.6735,1080,1920
train,13_1_0327,Right Hand Tool,Scalpel,1.0,1.0,1080,1920
train,06_1_0880,Left Hand Tool,Tweezers,0.9749,0.9749,1080,1920
train,02_1_0645,Left Hand Tool,Tweezers,1.0,1.0,1080,1920
train,08_1_0838,Right Hand Tool,Scissors,0.9936,0.4181,1080,1920
train,06_1_0681,Right Hand Tool,Scissors,0.8842,0.8547,1080,1920
train,01_1_0425,Right Hand Tool,Bipolar Forceps,1.0,1.0,1080,1920
train,08_1_1117,Left Hand Tool,Suction Cannula,0.9951,0.8007,1080,1920
train,13_1_0311,Left Hand Tool,Tweezers,0.5835,0.4537,1080,1920
train,01_1_0972,Left Hand Tool,Tweezers,1.0,1.0,1080,1920
train,13_1_1141,Left Hand Tool,Tweezers,1.0,1.0,1080,1920
train,06_1_1203,Left Hand Tool,Tweezers,1.0,0.8532,1080,1920
train,08_1_0805,Right Hand Tool,Scissors,1.0,0.3428,1080,1920
train,01_1_0384,Right Hand Tool,Bipolar Forceps,1.0,0.9329,1080,1920
train,02_1_0636,Left Hand Tool,Tweezers,0.9935,0.9935,1080,1920
train,13_1_0516,Left Hand Tool,Tweezers,1.0,0.9978,1080,1920
train,13_1_0493,Left Hand Tool,Tweezers,1.0,1.0,1080,1920
train,01_1_0966,Right Hand Tool,Tweezers,1.0,1.0,1080,1920
train,13_1_1133,Right Hand Tool,Needle Holders,0.0,0.0,1080,1920
train,01_1_0650,Right Hand Tool,Scissors,1.0,1.0,1080,1920
train,06_1_1447,Right Hand Tool,Bipolar Forceps,0.8803,0.7582,1080,1920
train,06_1_1015,Right Hand Tool,Scissors,1.0,0.8797,1080,1920
train,13_1_0674,Right Hand Tool,Needle Holders,0.516,0.516,1080,1920
train,13_1_1169,Left Hand Tool,Tweezers,1.0,1.0,1080,1920
train,13_1_1082,Right Hand Tool,Needle Holders,1.0,0.999,1080,1920
train,06_1_1368,Right Hand Tool,Gauze,0.9406,0.9406,1080,1920
train,01_1_0567,Left Hand Tool,Gauze,0.8272,0.5011,1080,1920
train,11_1_0657,Right Hand Tool,Scissors,1.0,0.3608,1080,1920
train,13_1_0959,Right Hand Tool,Scissors,1.0,0.9973,1080,1920
train,12_1_0389,Left Hand Tool,Tweezers,1.0,1.0,1080,1920
train,08_1_0841,Left Hand Tool,Tweezers,1.0,0.9222,1080,1920
train,13_1_0684,Right Hand Tool,Needle Holders,1.0,1.0,1080,1920
train,11_1_1132,Right Hand Tool,Needle Holders,1.0,1.0,1080,1920
train,13_1_1127,Right Hand Tool,Needle Holders,1.0,1.0,1080,1920
train,08_1_1208,Left Hand Tool,Tweezers,0.9998,0.7162,1080,1920
train,01_1_0467,Right Hand Tool,Scissors,1.0,0.9722,1080,1920
train,06_1_0490,Left Hand Tool,Suction Cannula,0.997,0.8135,1080,1920
train,11_1_1144,Left Hand Tool,Tweezers,1.0,1.0,1080,1920
train,13_1_1078,Left Hand Tool,Needle Holders,0.0,0.0,1080,1920
train,11_1_0592,Left Hand Tool,Tweezers,1.0,1.0,1080,1920
train,12_1_0464,Two Hands Tool,Suction Cannula,1.0,0.861,1080,1920
train,08_1_0757,Left Hand Tool,Suction Cannula,1.0,0.4978,1080,1920
train,06_1_1296,Right Hand Tool,Needle Holders,0.9782,0.8657,1080,1920
train,08_1_1112,Left Hand Tool,Suction Cannula,0.9941,0.8345,1080,1920
train,11_1_0477,Left Hand Tool,Retractor,1.0,1.0,1080,1920
train,08_1_0731,Left Hand Tool,Suction Cannula,0.9966,0.8205,1080,1920
train,13_1_0212,Right Hand Tool,Needle Holders,1.0,1.0,1080,1920
train,13_1_0508,Right Hand Tool,Needle Holders,0.6998,0.6998,1080,1920
train,11_1_1134,Left Hand Tool,Tweezers,1.0,1.0,1080,1920
train,01_1_0373,Right Hand Tool,Scissors,0.9992,0.9496,1080,1920
train,08_1_0402,Right Hand Tool,Mouth Gag,1.0,0.0135,1080,1920
train,13_1_0792,Right Hand Tool,Needle Holders,1.0,1.0,1080,1920
train,06_1_1331,Left Hand Tool,Tweezers,1.0,1.0,1080,1920
train,13_1_0438,Left Hand Tool,Scalpel,0.0,0.0,1080,1920
train,08_1_1622,Right Hand Tool,Needle Holders,1.0,0.1716,1080,1920
train,11_1_1123,Right Hand Tool,Needle Holders,1.0,0.9743,1080,1920
train,06_1_0899,Right Hand Tool,Scissors,0.9076,0.9076,1080,1920
train,12_1_0822,Left Hand Tool,Gauze,1.0,0.9986,1080,1920
train,11_1_0618,Left Hand Tool,Tweezers,1.0,1.0,1080,1920
train,01_1_0953,Right Hand Tool,Needle Holders,1.0,1.0,1080,1920
train,06_1_0913,Right Hand Tool,Scissors,0.9963,0.9959,1080,1920
train,02_1_0431,Right Hand Tool,Scissors,0.9814,0.9792,1080,1920
train,13_1_1136,Left Hand Tool,Tweezers,1.0,1.0,1080,1920
train,13_1_0784,Right Hand Tool,Needle Holders,1.0,1.0,1080,1920
train,13_1_1055,Left Hand Tool,Tweezers,0.1921,0.1794,1080,1920
train,06_1_0449,Left Hand Tool,Tweezers,0.9932,0.9718,1080,1920
train,06_1_1405,Right Hand Tool,Scissors,0.9875,0.5808,1080,1920
train,13_1_0708,Right Hand Tool,Needle Holders,1.0,1.0,1080,1920
train,06_1_1464,Right Hand Tool,Scissors,0.9775,0.6081,1080,1920
train,11_1_0560,Left Hand Tool,Tweezers,1.0,0.9992,1080,1920
train,15_1_0393,Right Hand Tool,Raspatory,0.98,0.8801,1080,1920
train,12_1_0243,Left Hand Tool,Gauze,1.0,0.3637,1080,1920
train,13_1_0870,Left Hand Tool,Needle Holders,0.0,0.0,1080,1920
train,13_1_0416,Left Hand Tool,Tweezers,1.0,1.0,1080,1920
train,08_1_1032,Left Hand Tool,Suction Cannula,0.9727,0.4009,1080,1920
train,12_1_1029,Right Hand Tool,Suction Cannula,1.0,0.5602,1080,1920
train,11_1_0884,Right Hand Tool,Bipolar Forceps,1.0,0.5602,1080,1920
train,13_1_1163,Left Hand Tool,Tweezers,1.0,0.9987,1080,1920
train,06_1_0385,Left Hand Tool,Suction Cannula,1.0,0.37,1080,1920
train,13_1_0853,Left Hand Tool,Tweezers,1.0,1.0,1080,1920
train,11_1_1242,Right Hand Tool,Needle Holders,1.0,1.0,1080,1920
train,11_1_0840,Right Hand Tool,Suction Cannula,1.0,1.0,1080,1920
train,15_1_0312,Left Hand Tool,Tweezers,1.0,1.0,1080,1920
train,12_1_0298,Right Hand Tool,Suction Cannula,1.0,0.8527,1080,1920
train,01_1_0523,Left Hand Tool,Tweezers,1.0,0.5029,1080,1920
train,02_1_0670,Right Hand Tool,Needle Holders,0.9382,0.4049,1080,1920
train,13_1_1085,Left Hand Tool,Needle Holders,0.0119,0.0119,1080,1920
train,08_1_0447,Left Hand Tool,Suction Cannula,0.9911,0.6493,1080,1920
train,06_1_0437,Right Hand Tool,Bipolar Forceps,0.9887,0.7641,1080,1920
train,11_1_0530,Right Hand Tool,Scissors,1.0,1.0,1080,1920
train,06_1_0848,Right Hand Tool,Scissors,0.9932,0.8596,1080,1920
train,06_1_0653,Left Hand Tool,Tweezers,0.9949,0.9894,1080,1920
train,08_1_1193,Right Hand Tool,Scissors,0.9972,0.2446,1080,1920
train,02_1_0321,Two Hands Tool,Syringe,0.9815,0.9815,1080,1920
train,06_1_0764,Left Hand Tool,Tweezers,0.8782,0.8782,1080,1920
train,08_1_1184,Left Hand Tool,Tweezers,0.9852,0.7494,1080,1920
train,13_1_0301,Right Hand Tool,Bipolar Forceps,1.0,0.9848,1080,1920
train,11_1_0519,Left Hand Tool,Retractor,1.0,1.0,1080,1920
train,08_1_1421,Two Hands Tool,Needle Holders,0.9981,0.6301,1080,1920
train,01_1_0610,Right Hand Tool,Needle Holders,0.9997,0.9489,1080,1920
train,11_1_1220,Left Hand Tool,Tweezers,1.0,1.0,1080,1920
train,01_1_0537,Left Hand Tool,Tweezers,1.0,0.8484,1080,1920
train,06_1_1476,Right Hand Tool,Bipolar Forceps,1.0,0.9399,1080,1920
train,13_1_0700,Left Hand Tool,Needle Holders,0.0,0.0,1080,1920
train,13_1_0607,Left Hand Tool,Tweezers,1.0,1.0,1080,1920
train,01_1_0255,Right Hand Tool,Syringe,0.9111,0.9111,1080,1920
train,06_1_1197,Left Hand Tool,Tweezers,0.9946,0.7087,1080,1920
train,06_1_0530,Left Hand Tool,Suction Cannula,0.8837,0.8745,1080,1920
train,01_1_0301,Right Hand Tool,Scalpel,1.0,1.0,1080,1920
train,13_1_0781,Left Hand Tool,Tweezers,1.0,1.0,1080,1920
train,11_1_0564,Left Hand Tool,Tweezers,1.0,1.0,1080,1920
train,06_1_1456,Right Hand Tool,Bipolar Forceps,0.9985,0.9985,1080,1920
train,02_1_0632,Right Hand Tool,Gauze,0.9802,0.9802,1080,1920
train,01_1_0260,Two Hands Tool,Syringe,1.0,1.0,1080,1920
train,02_1_0710,Left Hand Tool,Tweezers,1.0,0.9736,1080,1920
train,08_1_0664,Right Hand Tool,Scalpel,0.9983,0.7949,1080,1920
train,13_1_0538,Left Hand Tool,Scissors,0.0,0.0,1080,1920
train,15_1_0538,Right Hand Tool,Raspatory,0.9987,0.9987,1080,1920
train,08_1_1295,Right Hand Tool,Needle Holders,1.0,0.1245,1080,1920
train,12_1_0468,Two Hands Tool,Suction Cannula,1.0,1.0,1080,1920
train,06_1_0864,Right Hand Tool,Scalpel,0.9961,0.677,1080,1920
train,02_1_0613,Left Hand Tool,Tweezers,0.9909,0.9909,1080,1920
train,13_1_0694,Right Hand Tool,Needle Holders,1.0,1.0,1080,1920
train,13_1_1112,Right Hand Tool,Needle Holders,1.0,1.0,1080,1920
train,06_1_1312,Left Hand Tool,Gauze,0.9948,0.9636,1080,1920
train,13_1_0263,Left Hand Tool,Tweezers,1.0,1.0,1080,1920
train,13_1_0332,Left Hand Tool,Tweezers,1.0,0.7621,1080,1920
train,13_1_0490,Right Hand Tool,Tweezers,0.8037,0.8037,1080,1920
train,13_1_1104,Right Hand Tool,Needle Holders,0.1992,0.1992,1080,1920
train,11_1_0658,Left Hand Tool,Tweezers,1.0,0.9812,1080,1920
train,06_1_1145,Two Hands Tool,Needle Holders,0.9981,0.9981,1080,1920
train,06_1_0393,Right Hand Tool,Scissors,0.9798,0.677,1080,1920
train,13_1_0871,Left Hand Tool,Tweezers,1.0,1.0,1080,1920
train,11_1_0936,Left Hand Tool,Retractor,1.0,1.0,1080,1920
train,06_1_0867,Right Hand Tool,Mouth Gag,1.0,0.0317,1080,1920
train,13_1_0211,Right Hand Tool,Needle Holders,1.0,0.9947,1080,1920
train,12_1_0685,Left Hand Tool,Gauze,1.0,0.5074,1080,1920
train,01_1_0675,Right Hand Tool,Needle Holders,0.9983,0.9983,1080,1920
train,11_1_1205,Right Hand Tool,Needle Holders,1.0,1.0,1080,1920
train,11_1_0731,Left Hand Tool,Tweezers,1.0,1.0,1080,1920
train,11_1_0709,Right Hand Tool,Scissors,1.0,0.1343,1080,1920
train,08_1_0558,Right Hand Tool,Mouth Gag,0.9945,0.0484,1080,1920
train,11_1_0657,Left Hand Tool,Tweezers,1.0,1.0,1080,1920
train,12_1_0292,Right Hand Tool,Suction Cannula,1.0,0.9987,1080,1920
train,13_1_0313,Left Hand Tool,Tweezers,1.0,0.4982,1080,1920
train,13_1_0767,Right Hand Tool,Needle Holders,0.0,0.0,1080,1920
train,12_1_1610,Right Hand Tool,Scissors,1.0,1.0,1080,1920
train,08_1_1119,Left Hand Tool,Suction Cannula,0.9267,0.7617,1080,1920
train,11_1_1143,Right Hand Tool,Needle Holders,1.0,1.0,1080,1920
train,11_1_1156,Left Hand Tool,Tweezers,1.0,0.5632,1080,1920
train,01_1_0574,Right Hand Tool,Bipolar Forceps,1.0,1.0,1080,1920
train,15_1_0326,Right Hand Tool,Scalpel,1.0,1.0,1080,1920
train,12_1_1307,Right Hand Tool,Suction Cannula,1.0,1.0,1080,1920
train,06_1_0392,Right Hand Tool,Scissors,0.9862,0.702,1080,1920
train,06_1_0546,Right Hand Tool,Raspatory,0.9917,0.9345,1080,1920
train,13_1_0513,Left Hand Tool,Tweezers,0.2963,0.2963,1080,1920
train,06_1_0514,Left Hand Tool,Suction Cannula,0.9519,0.9519,1080,1920
train,01_1_0940,Right Hand Tool,Needle Holders,0.9535,0.9535,1080,1920
train,01_1_0963,Right Hand Tool,Tweezers,0.9997,0.9997,1080,1920
train,13_1_0189,Left Hand Tool,Tweezers,1.0,0.7103,1080,1920
train,15_1_0572,Right Hand Tool,Raspatory,1.0,0.9073,1080,1920
train,06_1_0382,Right Hand Tool,Raspatory,1.0,0.9264,1080,1920
train,13_1_0145,Left Hand Tool,Gauze,1.0,1.0,1080,1920
train,01_1_0981,Left Hand Tool,Tweezers,1.0,1.0,1080,1920
train,15_1_0622,Left Hand Tool,Tweezers,0.9997,0.9997,1080,1920
train,08_1_1051,Left Hand Tool,Suction Cannula,0.9895,0.8513,1080,1920
train,13_1_0979,Left Hand Tool,Tweezers,1.0,0.9925,1080,1920
train,06_1_0613,Left Hand Tool,Suction Cannula,0.9889,0.797,1080,1920
train,01_1_0506,Right Hand Tool,Scissors,0.9933,0.9933,1080,1920
train,01_1_0504,Right Hand Tool,Scissors,1.0,1.0,1080,1920
train,15_1_0523,Right Hand Tool,Raspatory,0.9974,0.9948,1080,1920
train,11_1_0469,Right Hand Tool,Scissors,1.0,0.8789,1080,1920
train,11_1_0807,Right Hand Tool,Gauze,0.0034,0.0034,1080,1920
train,13_1_0930,Left Hand Tool,Tweezers,0.3892,0.3892,1080,1920
train,06_1_0635,Left Hand Tool,Tweezers,0.9859,0.8817,1080,1920
train,13_1_0136,Left Hand Tool,Gauze,1.0,0.5255,1080,1920
train,13_1_0995,Left Hand Tool,Tweezers,1.0,1.0,1080,1920
train,13_1_0945,Left Hand Tool,Tweezers,0.9825,0.9825,1080,1920
train,06_1_0659,Left Hand Tool,Tweezers,0.8435,0.7335,1080,1920
train,12_1_0415,Left Hand Tool,Tweezers,1.0,0.6403,1080,1920
train,01_1_1178,Left Hand Tool,Tweezers,1.0,1.0,1080,1920
train,15_1_0354,Right Hand Tool,Scalpel,1.0,0.9579,1080,1920
train,11_1_1122,Right Hand Tool,Needle Holders,1.0,1.0,1080,1920
train,13_1_0287,Right Hand Tool,Electric Cautery,1.0,0.819,1080,1920
train,08_1_0358,Left Hand Tool,Suction Cannula,0.9862,0.1793,1080,1920
train,02_1_0699,Right Hand Tool,Gauze,0.9433,0.4672,1080,1920
train,13_1_0706,Right Hand Tool,Needle Holders,1.0,1.0,1080,1920
train,02_1_0304,Two Hands Tool,Syringe,0.9969,0.993,1080,1920
train,13_1_0604,Left Hand Tool,Tweezers,1.0,1.0,1080,1920
train,11_1_0880,Right Hand Tool,Bipolar Forceps,1.0,0.7033,1080,1920
train,06_1_0562,Right Hand Tool,Raspatory,1.0,0.8697,1080,1920
train,08_1_0509,Right Hand Tool,Scissors,0.9965,0.8136,1080,1920
train,08_1_1118,Left Hand Tool,Suction Cannula,0.9994,0.8903,1080,1920
train,13_1_0707,Right Hand Tool,Needle Holders,0.5979,0.5979,1080,1920
train,06_1_1420,Left Hand Tool,Suction Cannula,0.9742,0.9259,1080,1920
train,13_1_0933,Right Hand Tool,Scalpel,1.0,1.0,1080,1920
train,06_1_0661,Left Hand Tool,Tweezers,1.0,0.9937,1080,1920
train,08_1_0745,Left Hand Tool,Suction Cannula,0.9942,0.7693,1080,1920
train,01_1_1154,Left Hand Tool,Tweezers,1.0,1.0,1080,1920
train,06_1_1060,Right Hand Tool,Bipolar Forceps,0.987,0.8909,1080,1920
train,12_1_0545,Right Hand Tool,Suction Cannula,1.0,0.4405,1080,1920
train,08_1_0859,Left Hand Tool,Suction Cannula,1.0,0.8579,1080,1920
train,06_1_0430,Right Hand Tool,Scissors,1.0,0.0054,1080,1920
train,06_1_1435,Left Hand Tool,Suction Cannula,0.9934,0.939,1080,1920
train,15_1_0671,Right Hand Tool,Raspatory,0.9987,0.9746,1080,1920
train,15_1_0386,Left Hand Tool,Suction Cannula,0.9515,0.9515,1080,1920
train,06_1_0378,Left Hand Tool,Suction Cannula,0.9968,0.5123,1080,1920
train,06_1_0929,Right Hand Tool,Gauze,0.944,0.944,1080,1920
train,13_1_0584,Left Hand Tool,Tweezers,1.0,1.0,1080,1920
train,06_1_1113,Right Hand Tool,Scissors,0.9852,0.0699,1080,1920
train,06_1_1210,Left Hand Tool,Tweezers,0.9765,0.8721,1080,1920
train,13_1_0718,Right Hand Tool,Needle Holders,1.0,1.0,1080,1920
train,01_1_0585,Left Hand Tool,Gauze,1.0,0.9281,1080,1920
train,11_1_0458,Left Hand Tool,Tweezers,1.0,1.0,1080,1920
train,06_1_0425,Right Hand Tool,Scissors,0.9694,0.9398,1080,1920
train,08_1_0753,Left Hand Tool,Suction Cannula,0.9623,0.4928,1080,1920
train,08_1_0448,Right Hand Tool,Mouth Gag,0.984,0.1011,1080,1920
train,01_1_0742,Left Hand Tool,Tweezers,0.9997,0.9997,1080,1920
train,11_1_0540,Left Hand Tool,Scissors,0.0,0.0,1080,1920
train,06_1_1015,Left Hand Tool,Tweezers,0.9965,0.9577,1080,1920
train,01_1_1208,Right Hand Tool,Needle Holders,0.9995,0.9995,1080,1920
train,13_1_0329,Right Hand Tool,Scalpel,1.0,1.0,1080,1920
train,13_1_1126,Right Hand Tool,Needle Holders,1.0,1.0,1080,1920
train,13_1_0690,Left Hand Tool,Needle Holders,0.0,0.0,1080,1920
train,12_1_0504,Right Hand Tool,Suction Cannula,1.0,0.0101,1080,1920
train,01_1_1241,Right Hand Tool,Needle Holders,0.9991,0.9991,1080,1920
train,01_1_0762,Left Hand Tool,Tweezers,1.0,1.0,1080,1920
train,15_1_0332,Right Hand Tool,Scalpel,0.999,0.999,1080,1920
train,08_1_0410,Left Hand Tool,Tweezers,0.9928,0.6234,1080,1920
train,06_1_0372,Right Hand Tool,Scalpel,1.0,0.663,1080,1920
train,02_1_0398,Left Hand Tool,Tweezers,0.9997,0.9997,1080,1920
train,08_1_1137,Left Hand Tool,Suction Cannula,0.979,0.9768,1080,1920
train,08_1_0882,Left Hand Tool,Suction Cannula,0.9533,0.8747,1080,1920
train,08_1_0665,Right Hand Tool,Scalpel,0.9975,0.7873,1080,1920
train,12_1_0469,Two Hands Tool,Suction Cannula,1.0,0.9273,1080,1920
train,13_1_0330,Right Hand Tool,Scalpel,1.0,1.0,1080,1920
train,08_1_1381,Left Hand Tool,Forceps,1.0,0.7,1080,1920
train,13_1_0404,Left Hand Tool,Needle Holders,0.83,0.7023,1080,1920
train,13_1_0579,Left Hand Tool,Tweezers,1.0,1.0,1080,1920
train,11_1_0780,Right Hand Tool,Scissors,1.0,0.8797,1080,1920
train,13_1_0836,Left Hand Tool,Tweezers,0.2692,0.2692,1080,1920
train,01_1_1073,Right Hand Tool,Needle Holders,0.9786,0.9732,1080,1920
train,13_1_0539,Right Hand Tool,Scissors,0.0,0.0,1080,1920
train,11_1_1076,Left Hand Tool,Tweezers,1.0,1.0,1080,1920
train,02_1_0477,Left Hand Tool,Tweezers,0.9485,0.6051,1080,1920
train,15_1_0540,Right Hand Tool,Raspatory,0.9987,0.9877,1080,1920
train,08_1_0574,Right Hand Tool,Scissors,0.9818,0.9761,1080,1920
train,01_1_1100,Right Hand Tool,Needle Holders,1.0,1.0,1080,1920
train,13_1_1063,Right Hand Tool,Needle Holders,1.0,1.0,1080,1920
train,02_1_0729,Right Hand Tool,Needle Holders,0.9735,0.9735,1080,1920
train,06_1_1441,Right Hand Tool,Bipolar Forceps,0.9919,0.7365,1080,1920
train,15_1_0351,Two Hands Tool,Tweezers,0.9997,0.9908,1080,1920
train,13_1_0436,Right Hand Tool,Scalpel,1.0,1.0,1080,1920
train,11_1_0553,Right Hand Tool,Tweezers,1.0,1.0,1080,1920
train,01_1_0449,Right Hand Tool,Gauze,1.0,0.7629,1080,1920
train,11_1_0607,Left Hand Tool,Tweezers,1.0,1.0,1080,1920
train,08_1_1100,Right Hand Tool,Scissors,0.9973,0.696,1080,1920
train,01_1_0851,Left Hand Tool,Tweezers,0.9984,0.9984,1080,1920
train,01_1_1050,Right Hand Tool,Needle Holders,0.985,0.985,1080,1920
train,02_1_0365,Right Hand Tool,Scalpel,1.0,0.0,1080,1920
train,15_1_0313,Left Hand Tool,Tweezers,1.0,0.8662,1080,1920
train,06_1_0535,Left Hand Tool,Suction Cannula,1.0,0.9985,1080,1920
train,13_1_1176,Right Hand Tool,Needle Holders,1.0,1.0,1080,1920
train,08_1_1083,Right Hand Tool,Scalpel,0.9985,0.0567,1080,1920
train,06_1_1091,Right Hand Tool,Bipolar Forceps,0.9982,0.6129,1080,1920
train,15_1_0286,Right Hand Tool,Scissors,1.0,1.0,1080,1920
train,13_1_1071,Right Hand Tool,Needle Holders,0.034,0.034,1080,1920
train,13_1_0985,Right Hand Tool,Needle Holders,1.0,1.0,1080,1920
train,08_1_0631,Left Hand Tool,Tweezers,0.9971,0.7678,1080,1920
train,01_1_0468,Right Hand Tool,Scissors,0.9548,0.6746,1080,1920
train,15_1_0275,Left Hand Tool,Tweezers,1.0,0.9972,1080,1920
train,12_1_0531,Left Hand Tool,Forceps,1.0,0.5013,1080,1920
train,13_1_0967,Left Hand Tool,Tweezers,1.0,1.0,1080,1920
train,02_1_0466,Left Hand Tool,Tweezers,0.9966,0.9388,1080,1920
train,13_1_1066,Left Hand Tool,Tweezers,0.2025,0.2025,1080,1920
train,13_1_0538,Right Hand Tool,Scissors,1.0,1.0,1080,1920
train,01_1_0854,Left Hand Tool,Tweezers,0.9992,0.9992,1080,1920
train,11_1_1273,Left Hand Tool,Forceps,1.0,1.0,1080,1920
train,12_1_1612,Right Hand Tool,Scissors,1.0,1.0,1080,1920
train,01_1_1207,Right Hand Tool,Needle Holders,0.9989,0.9989,1080,1920
train,15_1_0575,Left Hand Tool,Tweezers,0.9988,0.9333,1080,1920
train,13_1_1159,Two Hands Tool,Needle Holders,0.1306,0.1306,1080,1920
train,11_1_0703,Left Hand Tool,Tweezers,1.0,0.9993,1080,1920
train,15_1_0547,Right Hand Tool,Raspatory,0.9956,0.8326,1080,1920
train,11_1_0869,Right Hand Tool,Scissors,1.0,1.0,1080,1920
train,08_1_1098,Left Hand Tool,Suction Cannula,0.9988,0.9988,1080,1920
