scope,path,is_symlink,symlink_target,format,bytes,n_images,n_annotations,n_categories,categories,seg_types,vertex_hist,n_videos,videos,n_hand_annotations,is_candidate,provenance
referenced_outside,data/raw/OpenSurgery_Dataset/02_hand/json_per_video/11_1/11_1.json,False,,coco-json,7089556,888,2307,4,"{""1"": ""First Person's Left Hand"", ""2"": ""First Person's Right Hand"", ""3"": ""Other Person's Left Hand"", ""4"": ""Other Person's Right Hand""}","{""rle"": 2307}",{},1,11_1,2307,True,"参照先: 手注釈の正本（57,173）"
referenced_outside,data/raw/OpenSurgery_Dataset/02_hand/json_per_video/12_1/12_1.json,False,,coco-json,5483406,1191,3576,4,"{""1"": ""First Person's Left Hand"", ""2"": ""First Person's Right Hand"", ""3"": ""Other Person's Left Hand"", ""4"": ""Other Person's Right Hand""}","{""rle"": 3576}",{},2,12_1 12_2,3576,True,"参照先: 手注釈の正本（57,173）"
referenced_outside,data/raw/OpenSurgery_Dataset/02_hand/json_per_video/12_2/12_2.json,False,,coco-json,216232,1191,8,4,"{""1"": ""First Person's Left Hand"", ""2"": ""First Person's Right Hand"", ""3"": ""Other Person's Left Hand"", ""4"": ""Other Person's Right Hand""}","{""rle"": 8}",{},2,12_1 12_2,8,True,"参照先: 手注釈の正本（57,173）"
referenced_outside,data/raw/OpenSurgery_Dataset/02_hand/json_per_video/13_1/13_1.json,False,,coco-json,7253168,1056,2577,4,"{""1"": ""First Person's Left Hand"", ""2"": ""First Person's Right Hand"", ""3"": ""Other Person's Left Hand"", ""4"": ""Other Person's Right Hand""}","{""rle"": 2577}",{},1,13_1,2577,True,"参照先: 手注釈の正本（57,173）"
referenced_outside,data/raw/OpenSurgery_Dataset/02_hand/json_per_video/14_1/14_1.json,False,,coco-json,13853028,1957,5289,4,"{""1"": ""First Person's Left Hand"", ""2"": ""First Person's Right Hand"", ""3"": ""Other Person's Left Hand"", ""4"": ""Other Person's Right Hand""}","{""rle"": 5289}",{},2,14_1 14_2,5289,True,"参照先: 手注釈の正本（57,173）"
referenced_outside,data/raw/OpenSurgery_Dataset/02_hand/json_per_video/14_2/14_2.json,False,,coco-json,4083684,1957,1595,4,"{""1"": ""First Person's Left Hand"", ""2"": ""First Person's Right Hand"", ""3"": ""Other Person's Left Hand"", ""4"": ""Other Person's Right Hand""}","{""rle"": 1595}",{},2,14_1 14_2,1595,True,"参照先: 手注釈の正本（57,173）"
referenced_outside,data/raw/OpenSurgery_Dataset/02_hand/json_per_video/15_1/15_1.json,False,,coco-json,7613320,1130,2950,4,"{""1"": ""First Person's Left Hand"", ""2"": ""First Person's Right Hand"", ""3"": ""Other Person's Left Hand"", ""4"": ""Other Person's Right Hand""}","{""rle"": 2950}",{},2,15_1 15_2,2950,True,"参照先: 手注釈の正本（57,173）"
referenced_outside,data/raw/OpenSurgery_Dataset/02_hand/json_per_video/15_2/15_2.json,False,,coco-json,2584809,1130,1240,4,"{""1"": ""First Person's Left Hand"", ""2"": ""First Person's Right Hand"", ""3"": ""Other Person's Left Hand"", ""4"": ""Other Person's Right Hand""}","{""rle"": 1240}",{},2,15_1 15_2,1240,True,"参照先: 手注釈の正本（57,173）"
referenced_outside,data/raw/OpenSurgery_Dataset/04_handtool/coco_splits_5cls/test.json,False,,coco-json,14019110,1344,5006,5,"{""1"": ""First Person's Left Hand"", ""2"": ""First Person's Right Hand"", ""3"": ""Left Hand Tool"", ""4"": ""Right Hand Tool"", ""5"": ""Two Hands Tool""}","{""rle"": 5006}",{},2,09_1 10_1,5006,True,参照先: 把持関係 5cls の正本（値5=Two Hands Tool）
referenced_outside,data/raw/OpenSurgery_Dataset/04_handtool/coco_splits_5cls/train.json,False,,coco-json,59899856,5668,21949,5,"{""1"": ""First Person's Left Hand"", ""2"": ""First Person's Right Hand"", ""3"": ""Left Hand Tool"", ""4"": ""Right Hand Tool"", ""5"": ""Two Hands Tool""}","{""rle"": 21949}",{},8,01_1 02_1 06_1 08_1 11_1 12_1 13_1 15_1,21949,True,参照先: 把持関係 5cls の正本（値5=Two Hands Tool）
referenced_outside,data/raw/OpenSurgery_Dataset/04_handtool/coco_splits_5cls/val.json,False,,coco-json,16261466,2094,7220,5,"{""1"": ""First Person's Left Hand"", ""2"": ""First Person's Right Hand"", ""3"": ""Left Hand Tool"", ""4"": ""Right Hand Tool"", ""5"": ""Two Hands Tool""}","{""rle"": 7220}",{},3,04_1 05_2 07_1,7220,True,参照先: 把持関係 5cls の正本（値5=Two Hands Tool）
referenced_outside,data/raw/OpenSurgery_Dataset/00_master_annotations/annotations_raw/01/annotations.json,False,,coco-json,3018035,982,7507,38,"{""1"": ""BiClamp"", ""2"": ""Bipolar Forceps"", ""3"": ""Bone Curette"", ""4"": ""Caliper"", ""5"": ""Chisel"", ""6"": ""Cup"", ""7"": ""Drill"", ""8"": ""Electric Cautery"", ""9"": ""Eye"", ""10"": ""First Person's Left Hand"", ""11"": ""First Person's Right Hand"", ""12"": ""Forceps"", ""13"": ""Gauze"", ""14"": ""Hammer"", ""15"": ""Hook"", ""16"": ""Kidney Dish"", ""17"": ""Malleable Retractor"", ""18"": ""Mouth Gag"", ""19"": ""Nasogastric Tube"", ""20"": ""Needle Holders"", ""21"": ""Other Person's Left Hand"", ""22"": ""Other Person's Right Hand"", ""23"": ""Pen"", ""24"": ""Petri Dish"", ""25"": ""Raspatory"", ""26"": ""Retractor"", ""27"": ""Ruler"", ""28"": ""Scalpel"", ""29"": ""Scissors"", ""30"": ""Screwdriver"", ""31"": ""Skewer"", ""32"": ""Spoon"", ""33"": ""Suction Cannula"", ""34"": ""Suction Tube"", ""35"": ""Suture, Suture Needle"", ""36"": ""Syringe"", ""37"": ""Trephine"", ""38"": ""Tweezers""}","{""polygon"": 7507}","{""4"": 7507}",1,01_1,3278,True,参照先: master 38cls。seg は全件 4 頂点矩形
referenced_outside,data/raw/OpenSurgery_Dataset/00_master_annotations/annotations_raw/02/annotations.json,False,,coco-json,1346584,531,3287,38,"{""1"": ""BiClamp"", ""2"": ""Bipolar Forceps"", ""3"": ""Bone Curette"", ""4"": ""Caliper"", ""5"": ""Chisel"", ""6"": ""Cup"", ""7"": ""Drill"", ""8"": ""Electric Cautery"", ""9"": ""Eye"", ""10"": ""First Person's Left Hand"", ""11"": ""First Person's Right Hand"", ""12"": ""Forceps"", ""13"": ""Gauze"", ""14"": ""Hammer"", ""15"": ""Hook"", ""16"": ""Kidney Dish"", ""17"": ""Malleable Retractor"", ""18"": ""Mouth Gag"", ""19"": ""Nasogastric Tube"", ""20"": ""Needle Holders"", ""21"": ""Other Person's Left Hand"", ""22"": ""Other Person's Right Hand"", ""23"": ""Pen"", ""24"": ""Petri Dish"", ""25"": ""Raspatory"", ""26"": ""Retractor"", ""27"": ""Ruler"", ""28"": ""Scalpel"", ""29"": ""Scissors"", ""30"": ""Screwdriver"", ""31"": ""Skewer"", ""32"": ""Spoon"", ""33"": ""Suction Cannula"", ""34"": ""Suction Tube"", ""35"": ""Suture, Suture Needle"", ""36"": ""Syringe"", ""37"": ""Trephine"", ""38"": ""Tweezers""}","{""polygon"": 3287}","{""4"": 3287}",1,02_1,1431,True,参照先: master 38cls。seg は全件 4 頂点矩形
referenced_outside,data/raw/OpenSurgery_Dataset/00_master_annotations/annotations_raw/03/annotations.json,False,,coco-json,4402649,1472,10930,38,"{""1"": ""BiClamp"", ""2"": ""Bipolar Forceps"", ""3"": ""Bone Curette"", ""4"": ""Caliper"", ""5"": ""Chisel"", ""6"": ""Cup"", ""7"": ""Drill"", ""8"": ""Electric Cautery"", ""9"": ""Eye"", ""10"": ""First Person's Left Hand"", ""11"": ""First Person's Right Hand"", ""12"": ""Forceps"", ""13"": ""Gauze"", ""14"": ""Hammer"", ""15"": ""Hook"", ""16"": ""Kidney Dish"", ""17"": ""Malleable Retractor"", ""18"": ""Mouth Gag"", ""19"": ""Nasogastric Tube"", ""20"": ""Needle Holders"", ""21"": ""Other Person's Left Hand"", ""22"": ""Other Person's Right Hand"", ""23"": ""Pen"", ""24"": ""Petri Dish"", ""25"": ""Raspatory"", ""26"": ""Retractor"", ""27"": ""Ruler"", ""28"": ""Scalpel"", ""29"": ""Scissors"", ""30"": ""Screwdriver"", ""31"": ""Skewer"", ""32"": ""Spoon"", ""33"": ""Suction Cannula"", ""34"": ""Suction Tube"", ""35"": ""Suture, Suture Needle"", ""36"": ""Syringe"", ""37"": ""Trephine"", ""38"": ""Tweezers""}","{""polygon"": 10930}","{""4"": 10930}",2,03_1 03_2,2732,True,参照先: master 38cls。seg は全件 4 頂点矩形
referenced_outside,data/raw/OpenSurgery_Dataset/00_master_annotations/annotations_raw/04/annotations.json,False,,coco-json,3593677,1415,8768,38,"{""1"": ""BiClamp"", ""2"": ""Bipolar Forceps"", ""3"": ""Bone Curette"", ""4"": ""Caliper"", ""5"": ""Chisel"", ""6"": ""Cup"", ""7"": ""Drill"", ""8"": ""Electric Cautery"", ""9"": ""Eye"", ""10"": ""First Person's Left Hand"", ""11"": ""First Person's Right Hand"", ""12"": ""Forceps"", ""13"": ""Gauze"", ""14"": ""Hammer"", ""15"": ""Hook"", ""16"": ""Kidney Dish"", ""17"": ""Malleable Retractor"", ""18"": ""Mouth Gag"", ""19"": ""Nasogastric Tube"", ""20"": ""Needle Holders"", ""21"": ""Other Person's Left Hand"", ""22"": ""Other Person's Right Hand"", ""23"": ""Pen"", ""24"": ""Petri Dish"", ""25"": ""Raspatory"", ""26"": ""Retractor"", ""27"": ""Ruler"", ""28"": ""Scalpel"", ""29"": ""Scissors"", ""30"": ""Screwdriver"", ""31"": ""Skewer"", ""32"": ""Spoon"", ""33"": ""Suction Cannula"", ""34"": ""Suction Tube"", ""35"": ""Suture, Suture Needle"", ""36"": ""Syringe"", ""37"": ""Trephine"", ""38"": ""Tweezers""}","{""polygon"": 8768}","{""4"": 8768}",2,04_1 04_2,5334,True,参照先: master 38cls。seg は全件 4 頂点矩形
referenced_outside,data/raw/OpenSurgery_Dataset/00_master_annotations/annotations_raw/05/annotations.json,False,,coco-json,3693913,1466,8988,38,"{""1"": ""BiClamp"", ""2"": ""Bipolar Forceps"", ""3"": ""Bone Curette"", ""4"": ""Caliper"", ""5"": ""Chisel"", ""6"": ""Cup"", ""7"": ""Drill"", ""8"": ""Electric Cautery"", ""9"": ""Eye"", ""10"": ""First Person's Left Hand"", ""11"": ""First Person's Right Hand"", ""12"": ""Forceps"", ""13"": ""Gauze"", ""14"": ""Hammer"", ""15"": ""Hook"", ""16"": ""Kidney Dish"", ""17"": ""Malleable Retractor"", ""18"": ""Mouth Gag"", ""19"": ""Nasogastric Tube"", ""20"": ""Needle Holders"", ""21"": ""Other Person's Left Hand"", ""22"": ""Other Person's Right Hand"", ""23"": ""Pen"", ""24"": ""Petri Dish"", ""25"": ""Raspatory"", ""26"": ""Retractor"", ""27"": ""Ruler"", ""28"": ""Scalpel"", ""29"": ""Scissors"", ""30"": ""Screwdriver"", ""31"": ""Skewer"", ""32"": ""Spoon"", ""33"": ""Suction Cannula"", ""34"": ""Suction Tube"", ""35"": ""Suture, Suture Needle"", ""36"": ""Syringe"", ""37"": ""Trephine"", ""38"": ""Tweezers""}","{""polygon"": 8988}","{""4"": 8988}",2,05_1 05_2,3795,True,参照先: master 38cls。seg は全件 4 頂点矩形
referenced_outside,data/raw/OpenSurgery_Dataset/00_master_annotations/annotations_raw/06/annotations.json,False,,coco-json,5103448,1905,12502,38,"{""1"": ""BiClamp"", ""2"": ""Bipolar Forceps"", ""3"": ""Bone Curette"", ""4"": ""Caliper"", ""5"": ""Chisel"", ""6"": ""Cup"", ""7"": ""Drill"", ""8"": ""Electric Cautery"", ""9"": ""Eye"", ""10"": ""First Person's Left Hand"", ""11"": ""First Person's Right Hand"", ""12"": ""Forceps"", ""13"": ""Gauze"", ""14"": ""Hammer"", ""15"": ""Hook"", ""16"": ""Kidney Dish"", ""17"": ""Malleable Retractor"", ""18"": ""Mouth Gag"", ""19"": ""Nasogastric Tube"", ""20"": ""Needle Holders"", ""21"": ""Other Person's Left Hand"", ""22"": ""Other Person's Right Hand"", ""23"": ""Pen"", ""24"": ""Petri Dish"", ""25"": ""Raspatory"", ""26"": ""Retractor"", ""27"": ""Ruler"", ""28"": ""Scalpel"", ""29"": ""Scissors"", ""30"": ""Screwdriver"", ""31"": ""Skewer"", ""32"": ""Spoon"", ""33"": ""Suction Cannula"", ""34"": ""Suction Tube"", ""35"": ""Suture, Suture Needle"", ""36"": ""Syringe"", ""37"": ""Trephine"", ""38"": ""Tweezers""}","{""polygon"": 12502}","{""4"": 12502}",2,06_1 06_2,4993,True,参照先: master 38cls。seg は全件 4 頂点矩形
referenced_outside,data/raw/OpenSurgery_Dataset/00_master_annotations/annotations_raw/07/annotations.json,False,,coco-json,6362416,2157,15709,38,"{""1"": ""BiClamp"", ""2"": ""Bipolar Forceps"", ""3"": ""Bone Curette"", ""4"": ""Caliper"", ""5"": ""Chisel"", ""6"": ""Cup"", ""7"": ""Drill"", ""8"": ""Electric Cautery"", ""9"": ""Eye"", ""10"": ""First Person's Left Hand"", ""11"": ""First Person's Right Hand"", ""12"": ""Forceps"", ""13"": ""Gauze"", ""14"": ""Hammer"", ""15"": ""Hook"", ""16"": ""Kidney Dish"", ""17"": ""Malleable Retractor"", ""18"": ""Mouth Gag"", ""19"": ""Nasogastric Tube"", ""20"": ""Needle Holders"", ""21"": ""Other Person's Left Hand"", ""22"": ""Other Person's Right Hand"", ""23"": ""Pen"", ""24"": ""Petri Dish"", ""25"": ""Raspatory"", ""26"": ""Retractor"", ""27"": ""Ruler"", ""28"": ""Scalpel"", ""29"": ""Scissors"", ""30"": ""Screwdriver"", ""31"": ""Skewer"", ""32"": ""Spoon"", ""33"": ""Suction Cannula"", ""34"": ""Suction Tube"", ""35"": ""Suture, Suture Needle"", ""36"": ""Syringe"", ""37"": ""Trephine"", ""38"": ""Tweezers""}","{""polygon"": 15709}","{""4"": 15709}",2,07_1 07_2,6679,True,参照先: master 38cls。seg は全件 4 頂点矩形
referenced_outside,data/raw/OpenSurgery_Dataset/00_master_annotations/annotations_raw/08/annotations.json,False,,coco-json,3448513,1603,8233,38,"{""1"": ""BiClamp"", ""2"": ""Bipolar Forceps"", ""3"": ""Bone Curette"", ""4"": ""Caliper"", ""5"": ""Chisel"", ""6"": ""Cup"", ""7"": ""Drill"", ""8"": ""Electric Cautery"", ""9"": ""Eye"", ""10"": ""First Person's Left Hand"", ""11"": ""First Person's Right Hand"", ""12"": ""Forceps"", ""13"": ""Gauze"", ""14"": ""Hammer"", ""15"": ""Hook"", ""16"": ""Kidney Dish"", ""17"": ""Malleable Retractor"", ""18"": ""Mouth Gag"", ""19"": ""Nasogastric Tube"", ""20"": ""Needle Holders"", ""21"": ""Other Person's Left Hand"", ""22"": ""Other Person's Right Hand"", ""23"": ""Pen"", ""24"": ""Petri Dish"", ""25"": ""Raspatory"", ""26"": ""Retractor"", ""27"": ""Ruler"", ""28"": ""Scalpel"", ""29"": ""Scissors"", ""30"": ""Screwdriver"", ""31"": ""Skewer"", ""32"": ""Spoon"", ""33"": ""Suction Cannula"", ""34"": ""Suction Tube"", ""35"": ""Suture, Suture Needle"", ""36"": ""Syringe"", ""37"": ""Trephine"", ""38"": ""Tweezers""}","{""polygon"": 8233}","{""4"": 8233}",2,08_1 08_2,3647,True,参照先: master 38cls。seg は全件 4 頂点矩形
referenced_outside,data/raw/OpenSurgery_Dataset/00_master_annotations/annotations_raw/09/annotations.json,False,,coco-json,1359220,591,3267,38,"{""1"": ""BiClamp"", ""2"": ""Bipolar Forceps"", ""3"": ""Bone Curette"", ""4"": ""Caliper"", ""5"": ""Chisel"", ""6"": ""Cup"", ""7"": ""Drill"", ""8"": ""Electric Cautery"", ""9"": ""Eye"", ""10"": ""First Person's Left Hand"", ""11"": ""First Person's Right Hand"", ""12"": ""Forceps"", ""13"": ""Gauze"", ""14"": ""Hammer"", ""15"": ""Hook"", ""16"": ""Kidney Dish"", ""17"": ""Malleable Retractor"", ""18"": ""Mouth Gag"", ""19"": ""Nasogastric Tube"", ""20"": ""Needle Holders"", ""21"": ""Other Person's Left Hand"", ""22"": ""Other Person's Right Hand"", ""23"": ""Pen"", ""24"": ""Petri Dish"", ""25"": ""Raspatory"", ""26"": ""Retractor"", ""27"": ""Ruler"", ""28"": ""Scalpel"", ""29"": ""Scissors"", ""30"": ""Screwdriver"", ""31"": ""Skewer"", ""32"": ""Spoon"", ""33"": ""Suction Cannula"", ""34"": ""Suction Tube"", ""35"": ""Suture, Suture Needle"", ""36"": ""Syringe"", ""37"": ""Trephine"", ""38"": ""Tweezers""}","{""polygon"": 3267}","{""4"": 3267}",1,09_1,1692,True,参照先: master 38cls。seg は全件 4 頂点矩形
referenced_outside,data/raw/OpenSurgery_Dataset/00_master_annotations/annotations_raw/10/annotations.json,False,,coco-json,4005662,1216,10023,38,"{""1"": ""BiClamp"", ""2"": ""Bipolar Forceps"", ""3"": ""Bone Curette"", ""4"": ""Caliper"", ""5"": ""Chisel"", ""6"": ""Cup"", ""7"": ""Drill"", ""8"": ""Electric Cautery"", ""9"": ""Eye"", ""10"": ""First Person's Left Hand"", ""11"": ""First Person's Right Hand"", ""12"": ""Forceps"", ""13"": ""Gauze"", ""14"": ""Hammer"", ""15"": ""Hook"", ""16"": ""Kidney Dish"", ""17"": ""Malleable Retractor"", ""18"": ""Mouth Gag"", ""19"": ""Nasogastric Tube"", ""20"": ""Needle Holders"", ""21"": ""Other Person's Left Hand"", ""22"": ""Other Person's Right Hand"", ""23"": ""Pen"", ""24"": ""Petri Dish"", ""25"": ""Raspatory"", ""26"": ""Retractor"", ""27"": ""Ruler"", ""28"": ""Scalpel"", ""29"": ""Scissors"", ""30"": ""Screwdriver"", ""31"": ""Skewer"", ""32"": ""Spoon"", ""33"": ""Suction Cannula"", ""34"": ""Suction Tube"", ""35"": ""Suture, Suture Needle"", ""36"": ""Syringe"", ""37"": ""Trephine"", ""38"": ""Tweezers""}","{""polygon"": 10023}","{""4"": 10023}",2,10_1 10_2,4050,True,参照先: master 38cls。seg は全件 4 頂点矩形
referenced_outside,data/raw/OpenSurgery_Dataset/00_master_annotations/annotations_raw/11/annotations.json,False,,coco-json,2213621,888,5403,38,"{""1"": ""BiClamp"", ""2"": ""Bipolar Forceps"", ""3"": ""Bone Curette"", ""4"": ""Caliper"", ""5"": ""Chisel"", ""6"": ""Cup"", ""7"": ""Drill"", ""8"": ""Electric Cautery"", ""9"": ""Eye"", ""10"": ""First Person's Left Hand"", ""11"": ""First Person's Right Hand"", ""12"": ""Forceps"", ""13"": ""Gauze"", ""14"": ""Hammer"", ""15"": ""Hook"", ""16"": ""Kidney Dish"", ""17"": ""Malleable Retractor"", ""18"": ""Mouth Gag"", ""19"": ""Nasogastric Tube"", ""20"": ""Needle Holders"", ""21"": ""Other Person's Left Hand"", ""22"": ""Other Person's Right Hand"", ""23"": ""Pen"", ""24"": ""Petri Dish"", ""25"": ""Raspatory"", ""26"": ""Retractor"", ""27"": ""Ruler"", ""28"": ""Scalpel"", ""29"": ""Scissors"", ""30"": ""Screwdriver"", ""31"": ""Skewer"", ""32"": ""Spoon"", ""33"": ""Suction Cannula"", ""34"": ""Suction Tube"", ""35"": ""Suture, Suture Needle"", ""36"": ""Syringe"", ""37"": ""Trephine"", ""38"": ""Tweezers""}","{""polygon"": 5403}","{""4"": 5403}",1,11_1,2307,True,参照先: master 38cls。seg は全件 4 頂点矩形
referenced_outside,data/raw/OpenSurgery_Dataset/00_master_annotations/annotations_raw/12/annotations.json,False,,coco-json,3034521,1191,7398,38,"{""1"": ""BiClamp"", ""2"": ""Bipolar Forceps"", ""3"": ""Bone Curette"", ""4"": ""Caliper"", ""5"": ""Chisel"", ""6"": ""Cup"", ""7"": ""Drill"", ""8"": ""Electric Cautery"", ""9"": ""Eye"", ""10"": ""First Person's Left Hand"", ""11"": ""First Person's Right Hand"", ""12"": ""Forceps"", ""13"": ""Gauze"", ""14"": ""Hammer"", ""15"": ""Hook"", ""16"": ""Kidney Dish"", ""17"": ""Malleable Retractor"", ""18"": ""Mouth Gag"", ""19"": ""Nasogastric Tube"", ""20"": ""Needle Holders"", ""21"": ""Other Person's Left Hand"", ""22"": ""Other Person's Right Hand"", ""23"": ""Pen"", ""24"": ""Petri Dish"", ""25"": ""Raspatory"", ""26"": ""Retractor"", ""27"": ""Ruler"", ""28"": ""Scalpel"", ""29"": ""Scissors"", ""30"": ""Screwdriver"", ""31"": ""Skewer"", ""32"": ""Spoon"", ""33"": ""Suction Cannula"", ""34"": ""Suction Tube"", ""35"": ""Suture, Suture Needle"", ""36"": ""Syringe"", ""37"": ""Trephine"", ""38"": ""Tweezers""}","{""polygon"": 7398}","{""4"": 7398}",2,12_1 12_2,3584,True,参照先: master 38cls。seg は全件 4 頂点矩形
referenced_outside,data/raw/OpenSurgery_Dataset/00_master_annotations/annotations_raw/13/annotations.json,False,,coco-json,2196553,1056,5216,38,"{""1"": ""BiClamp"", ""2"": ""Bipolar Forceps"", ""3"": ""Bone Curette"", ""4"": ""Caliper"", ""5"": ""Chisel"", ""6"": ""Cup"", ""7"": ""Drill"", ""8"": ""Electric Cautery"", ""9"": ""Eye"", ""10"": ""First Person's Left Hand"", ""11"": ""First Person's Right Hand"", ""12"": ""Forceps"", ""13"": ""Gauze"", ""14"": ""Hammer"", ""15"": ""Hook"", ""16"": ""Kidney Dish"", ""17"": ""Malleable Retractor"", ""18"": ""Mouth Gag"", ""19"": ""Nasogastric Tube"", ""20"": ""Needle Holders"", ""21"": ""Other Person's Left Hand"", ""22"": ""Other Person's Right Hand"", ""23"": ""Pen"", ""24"": ""Petri Dish"", ""25"": ""Raspatory"", ""26"": ""Retractor"", ""27"": ""Ruler"", ""28"": ""Scalpel"", ""29"": ""Scissors"", ""30"": ""Screwdriver"", ""31"": ""Skewer"", ""32"": ""Spoon"", ""33"": ""Suction Cannula"", ""34"": ""Suction Tube"", ""35"": ""Suture, Suture Needle"", ""36"": ""Syringe"", ""37"": ""Trephine"", ""38"": ""Tweezers""}","{""polygon"": 5216}","{""4"": 5216}",1,13_1,2577,True,参照先: master 38cls。seg は全件 4 頂点矩形
referenced_outside,data/raw/OpenSurgery_Dataset/00_master_annotations/annotations_raw/14/annotations.json,False,,coco-json,6403362,1957,16038,38,"{""1"": ""BiClamp"", ""2"": ""Bipolar Forceps"", ""3"": ""Bone Curette"", ""4"": ""Caliper"", ""5"": ""Chisel"", ""6"": ""Cup"", ""7"": ""Drill"", ""8"": ""Electric Cautery"", ""9"": ""Eye"", ""10"": ""First Person's Left Hand"", ""11"": ""First Person's Right Hand"", ""12"": ""Forceps"", ""13"": ""Gauze"", ""14"": ""Hammer"", ""15"": ""Hook"", ""16"": ""Kidney Dish"", ""17"": ""Malleable Retractor"", ""18"": ""Mouth Gag"", ""19"": ""Nasogastric Tube"", ""20"": ""Needle Holders"", ""21"": ""Other Person's Left Hand"", ""22"": ""Other Person's Right Hand"", ""23"": ""Pen"", ""24"": ""Petri Dish"", ""25"": ""Raspatory"", ""26"": ""Retractor"", ""27"": ""Ruler"", ""28"": ""Scalpel"", ""29"": ""Scissors"", ""30"": ""Screwdriver"", ""31"": ""Skewer"", ""32"": ""Spoon"", ""33"": ""Suction Cannula"", ""34"": ""Suction Tube"", ""35"": ""Suture, Suture Needle"", ""36"": ""Syringe"", ""37"": ""Trephine"", ""38"": ""Tweezers""}","{""polygon"": 16038}","{""4"": 16038}",2,14_1 14_2,6884,True,参照先: master 38cls。seg は全件 4 頂点矩形
referenced_outside,data/raw/OpenSurgery_Dataset/00_master_annotations/annotations_raw/15/annotations.json,False,,coco-json,3885009,1130,9802,38,"{""1"": ""BiClamp"", ""2"": ""Bipolar Forceps"", ""3"": ""Bone Curette"", ""4"": ""Caliper"", ""5"": ""Chisel"", ""6"": ""Cup"", ""7"": ""Drill"", ""8"": ""Electric Cautery"", ""9"": ""Eye"", ""10"": ""First Person's Left Hand"", ""11"": ""First Person's Right Hand"", ""12"": ""Forceps"", ""13"": ""Gauze"", ""14"": ""Hammer"", ""15"": ""Hook"", ""16"": ""Kidney Dish"", ""17"": ""Malleable Retractor"", ""18"": ""Mouth Gag"", ""19"": ""Nasogastric Tube"", ""20"": ""Needle Holders"", ""21"": ""Other Person's Left Hand"", ""22"": ""Other Person's Right Hand"", ""23"": ""Pen"", ""24"": ""Petri Dish"", ""25"": ""Raspatory"", ""26"": ""Retractor"", ""27"": ""Ruler"", ""28"": ""Scalpel"", ""29"": ""Scissors"", ""30"": ""Screwdriver"", ""31"": ""Skewer"", ""32"": ""Spoon"", ""33"": ""Suction Cannula"", ""34"": ""Suction Tube"", ""35"": ""Suture, Suture Needle"", ""36"": ""Syringe"", ""37"": ""Trephine"", ""38"": ""Tweezers""}","{""polygon"": 9802}","{""4"": 9802}",2,15_1 15_2,4190,True,参照先: master 38cls。seg は全件 4 頂点矩形
